;,,,,,,,,,,,,,,
TABLE HotSmlCECStd22070012TrmlUnit,,,,,,,,,,,,,,
PropName,BaseName,Type,System,Zone,PriAirFlowMax,PriAirFlowMin,HtgAirFlowMax,ReheatCtrlMthd,,,,,,
BaseVAVReheatCoil-27,BaseVAVBox CoilHtg-28,HotWater,BaseAirSys5-4,RearStorageFlr4 Thermal Zone,2698.788,2698.788,0.13489,-99996,-99996,,,,,
ENDTABLE,,,,,,,,,,,,,,
TABLE HotSmlCECStd22070012Fan,,,,,,,,,,,,,,
PropName,BaseName,CtrlMthd,System,Zone,FlowCap,FlowMin,FlowEff,ModelingMthd,TotStaticPress,MtrBHP,MtrHP,MtrPos,MtrEff,PwrIdx
;,,,,,(cfm),(cfm),,,(inH2O),(hp),(hp),,,
BaseSys5 Fan,BaseSys5 SupFan,VariableSpeedDrive,BaseAirSys5,UNDEFINED,8532.149,1332.512,0.65,PowerPerUnitFlow,5.224,10.806,15,InAirStream,0.924,1.022
BaseSys5 Fan-2,BaseSys5 SupFan-2,VariableSpeedDrive,BaseAirSys5-2,UNDEFINED,574.908,319.971,0.65,PowerPerUnitFlow,4.73,0.659,0.75,InAirStream,0.855,1
BaseSys5 Fan-3,BaseSys5 SupFan-3,VariableSpeedDrive,BaseAirSys5-3,UNDEFINED,584.476,319.971,0.65,PowerPerUnitFlow,4.73,0.67,0.75,InAirStream,0.855,1
BaseSys5 Fan-4,BaseSys5 SupFan-4,VariableSpeedDrive,BaseAirSys5-4,UNDEFINED,855.036,319.971,0.65,PowerPerUnitFlow,4.73,0.98,1,InAirStream,0.855,1
GuestRoom101_SZAC Fan,BaseSys1 SupFan,ConstantVolume,BaseZnSys1,GuestRoom101 Thermal Zone,219.132,-99996,0.5,PowerPerUnitFlow,1.637,0.113,0.125,InAirStream,0.855,0.45
GuestRoom102_SZAC Fan,BaseSys1 SupFan-2,ConstantVolume,BaseZnSys1-2,GuestRoom102 Thermal Zone,219.719,-99996,0.5,PowerPerUnitFlow,1.637,0.113,0.125,InAirStream,0.855,0.45
GuestRoom103_SZAC Fan,BaseSys1 SupFan-3,ConstantVolume,BaseZnSys1-3,GuestRoom103 Thermal Zone,220.972,-99996,0.5,PowerPerUnitFlow,1.637,0.114,0.125,InAirStream,0.855,0.45
GuestRoom104_SZAC Fan,BaseSys1 SupFan-4,ConstantVolume,BaseZnSys1-4,GuestRoom104 Thermal Zone,220.892,-99996,0.5,PowerPerUnitFlow,1.637,0.114,0.125,InAirStream,0.855,0.45
GuestRoom105_SZAC Fan,BaseSys1 SupFan-5,ConstantVolume,BaseZnSys1-5,GuestRoom105 Thermal Zone,219.604,-99996,0.5,PowerPerUnitFlow,1.637,0.113,0.125,InAirStream,0.855,0.45
GuestRoom201_SZAC Fan,BaseSys1 SupFan-6,ConstantVolume,BaseZnSys1-6,GuestRoom201 Thermal Zone,243.018,-99996,0.5,PowerPerUnitFlow,1.637,0.125,0.25,InAirStream,0.855,0.45
GuestRoom202_205_SZAC Fan,BaseSys1 SupFan-7,ConstantVolume,BaseZnSys1-7,GuestRoom202_205 Thermal Zone,183.071,-99996,0.5,PowerPerUnitFlow,1.637,0.094,0.125,InAirStream,0.855,0.45
GuestRoom206_208_SZAC Fan,BaseSys1 SupFan-8,ConstantVolume,BaseZnSys1-8,GuestRoom206_208 Thermal Zone,187.952,-99996,0.5,PowerPerUnitFlow,1.637,0.097,0.125,InAirStream,0.855,0.45
GuestRoom209_212_SZAC Fan,BaseSys1 SupFan-9,ConstantVolume,BaseZnSys1-9,GuestRoom209_212 Thermal Zone,169.355,-99996,0.5,PowerPerUnitFlow,1.637,0.087,0.125,InAirStream,0.855,0.45
GuestRoom213_SZAC Fan,BaseSys1 SupFan-10,ConstantVolume,BaseZnSys1-10,GuestRoom213 Thermal Zone,186.84,-99996,0.5,PowerPerUnitFlow,1.637,0.096,0.125,InAirStream,0.855,0.45
GuestRoom214_SZAC Fan,BaseSys1 SupFan-11,ConstantVolume,BaseZnSys1-11,GuestRoom214 Thermal Zone,186.783,-99996,0.5,PowerPerUnitFlow,1.637,0.096,0.125,InAirStream,0.855,0.45
GuestRoom215_218_SZAC Fan,BaseSys1 SupFan-12,ConstantVolume,BaseZnSys1-12,GuestRoom215_218 Thermal Zone,169.007,-99996,0.5,PowerPerUnitFlow,1.637,0.087,0.125,InAirStream,0.855,0.45
GuestRoom219_SZAC Fan,BaseSys1 SupFan-13,ConstantVolume,BaseZnSys1-13,GuestRoom219 Thermal Zone,184.218,-99996,0.5,PowerPerUnitFlow,1.637,0.095,0.125,InAirStream,0.855,0.45
GuestRoom220_223_SZAC Fan,BaseSys1 SupFan-14,ConstantVolume,BaseZnSys1-14,GuestRoom220_223 Thermal Zone,167.288,-99996,0.5,PowerPerUnitFlow,1.637,0.086,0.125,InAirStream,0.855,0.45
GuestRoom224_SZAC Fan,BaseSys1 SupFan-15,ConstantVolume,BaseZnSys1-15,GuestRoom224 Thermal Zone,183.494,-99996,0.5,PowerPerUnitFlow,1.637,0.095,0.125,InAirStream,0.855,0.45
GuestRoom301_SZAC Fan,BaseSys1 SupFan-16,ConstantVolume,BaseZnSys1-16,GuestRoom301 Thermal Zone,247.848,-99996,0.5,PowerPerUnitFlow,1.637,0.128,0.25,InAirStream,0.855,0.45
GuestRoom302_305_SZAC Fan,BaseSys1 SupFan-17,ConstantVolume,BaseZnSys1-17,GuestRoom302_305 Thermal Zone,174.817,-99996,0.5,PowerPerUnitFlow,1.637,0.09,0.125,InAirStream,0.855,0.45
GuestRoom306_308_SZAC Fan,BaseSys1 SupFan-18,ConstantVolume,BaseZnSys1-18,GuestRoom306_308 Thermal Zone,190.793,-99996,0.5,PowerPerUnitFlow,1.637,0.098,0.125,InAirStream,0.855,0.45
GuestRoom309_312_SZAC Fan,BaseSys1 SupFan-19,ConstantVolume,BaseZnSys1-19,GuestRoom309_312 Thermal Zone,174.058,-99996,0.5,PowerPerUnitFlow,1.637,0.09,0.125,InAirStream,0.855,0.45
GuestRoom313_SZAC Fan,BaseSys1 SupFan-20,ConstantVolume,BaseZnSys1-20,GuestRoom313 Thermal Zone,189.6,-99996,0.5,PowerPerUnitFlow,1.637,0.098,0.125,InAirStream,0.855,0.45
GuestRoom314_SZAC Fan,BaseSys1 SupFan-21,ConstantVolume,BaseZnSys1-21,GuestRoom314 Thermal Zone,189.577,-99996,0.5,PowerPerUnitFlow,1.637,0.098,0.125,InAirStream,0.855,0.45
GuestRoom315_318_SZAC Fan,BaseSys1 SupFan-22,ConstantVolume,BaseZnSys1-22,GuestRoom315_318 Thermal Zone,173.739,-99996,0.5,PowerPerUnitFlow,1.637,0.09,0.125,InAirStream,0.855,0.45
GuestRoom319_SZAC Fan,BaseSys1 SupFan-23,ConstantVolume,BaseZnSys1-23,GuestRoom319 Thermal Zone,188.542,-99996,0.5,PowerPerUnitFlow,1.637,0.097,0.125,InAirStream,0.855,0.45
GuestRoom320_323_SZAC Fan,BaseSys1 SupFan-24,ConstantVolume,BaseZnSys1-24,GuestRoom320_323 Thermal Zone,172.103,-99996,0.5,PowerPerUnitFlow,1.637,0.089,0.125,InAirStream,0.855,0.45
GuestRoom324_SZAC Fan,BaseSys1 SupFan-25,ConstantVolume,BaseZnSys1-25,GuestRoom324 Thermal Zone,187.691,-99996,0.5,PowerPerUnitFlow,1.637,0.097,0.125,InAirStream,0.855,0.45
GuestRoom401_SZAC Fan,BaseSys1 SupFan-26,ConstantVolume,BaseZnSys1-26,GuestRoom401 Thermal Zone,289.95,-99996,0.5,PowerPerUnitFlow,1.637,0.15,0.25,InAirStream,0.855,0.45
GuestRoom402_405_SZAC Fan,BaseSys1 SupFan-27,ConstantVolume,BaseZnSys1-27,GuestRoom402_405 Thermal Zone,220.521,-99996,0.5,PowerPerUnitFlow,1.637,0.114,0.125,InAirStream,0.855,0.45
GuestRoom406_408_SZAC Fan,BaseSys1 SupFan-28,ConstantVolume,BaseZnSys1-28,GuestRoom406_408 Thermal Zone,242.504,-99996,0.5,PowerPerUnitFlow,1.637,0.125,0.25,InAirStream,0.855,0.45
GuestRoom409_412_SZAC Fan,BaseSys1 SupFan-29,ConstantVolume,BaseZnSys1-29,GuestRoom409_412 Thermal Zone,219.776,-99996,0.5,PowerPerUnitFlow,1.637,0.113,0.125,InAirStream,0.855,0.45
GuestRoom413_SZAC Fan,BaseSys1 SupFan-30,ConstantVolume,BaseZnSys1-30,GuestRoom413 Thermal Zone,226.883,-99996,0.5,PowerPerUnitFlow,1.637,0.117,0.125,InAirStream,0.855,0.45
GuestRoom414_SZAC Fan,BaseSys1 SupFan-31,ConstantVolume,BaseZnSys1-31,GuestRoom414 Thermal Zone,203.4,-99996,0.5,PowerPerUnitFlow,1.637,0.105,0.125,InAirStream,0.855,0.45
GuestRoom415_418_SZAC Fan,BaseSys1 SupFan-32,ConstantVolume,BaseZnSys1-32,GuestRoom415_418 Thermal Zone,194.681,-99996,0.5,PowerPerUnitFlow,1.637,0.1,0.125,InAirStream,0.855,0.45
GuestRoom419_SZAC Fan,BaseSys1 SupFan-33,ConstantVolume,BaseZnSys1-33,GuestRoom419 Thermal Zone,202.94,-99996,0.5,PowerPerUnitFlow,1.637,0.105,0.125,InAirStream,0.855,0.45
GuestRoom420_423_SZAC Fan,BaseSys1 SupFan-34,ConstantVolume,BaseZnSys1-34,GuestRoom420_423 Thermal Zone,194.221,-99996,0.5,PowerPerUnitFlow,1.637,0.1,0.125,InAirStream,0.855,0.45
GuestRoom424_SZAC Fan,BaseSys1 SupFan-35,ConstantVolume,BaseZnSys1-35,GuestRoom424 Thermal Zone,201.411,-99996,0.5,PowerPerUnitFlow,1.637,0.104,0.125,InAirStream,0.855,0.45
ENDTABLE,,,,,,,,,,,,,,
TABLE HotSmlCECStd22070012OACtrl,,,,,,,,,,,,,,
PropName,BaseName,EconoCtrlMthd,System,EconoIntegration,,,,,,,,,,
;,,,,,,,,,,,,,,
BaseSys5 OACtrl,BaseSys5 OACtrl,FixedDryBulb,BaseAirSys5,Integrated,,,,,,,,,,
BaseSys5 OACtrl-2,BaseSys5 OACtrl-2,NoEconomizer,BaseAirSys5-2,UNDEFINED,,,,,,,,,,
BaseSys5 OACtrl-3,BaseSys5 OACtrl-3,NoEconomizer,BaseAirSys5-3,UNDEFINED,,,,,,,,,,
BaseSys5 OACtrl-4,BaseSys5 OACtrl-4,FixedDryBulb,BaseAirSys5-4,Integrated,,,,,,,,,,
ENDTABLE,,,,,,,,,,,,,,
